# Simulation 2 (Up to date)
# 880 data points written for 5 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (81.1 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Total acceleration (ft/s²),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-2.527e-4,-0.051,5.049,NaN
0.02,0.002,0.492,49.237,NaN
0.03,0.013,1.528,103.555,NaN
0.04,0.036,3.106,157.906,NaN
# Event LIFTOFF occurred at t=0.05 seconds
0.05,0.077,5.229,212.29,NaN
0.06,0.143,7.896,266.705,NaN
0.07,0.238,11.041,314.626,NaN
0.08,0.364,14.271,323.139,NaN
0.09,0.523,17.521,325.07,NaN
0.1,0.715,20.79,327.003,NaN
0.11,0.939,24.078,328.938,NaN
0.12,1.196,27.386,330.874,NaN
0.13,1.487,30.713,332.813,NaN
0.14,1.811,34.059,334.753,NaN
0.15,2.168,37.425,336.695,NaN
0.16,2.559,40.81,338.639,NaN
0.17,2.984,44.215,340.585,NaN
0.18,3.444,47.639,342.532,NaN
0.19,3.937,51.083,344.481,NaN
0.2,4.465,54.546,346.442,NaN
0.21,5.028,58.029,348.453,NaN
0.22,5.626,61.533,350.476,NaN
0.23,6.259,65.057,352.5,NaN
0.24,6.927,68.601,354.526,NaN
0.25,7.631,72.165,356.554,NaN
0.26,8.371,75.75,358.583,NaN
0.27,9.146,79.355,360.614,NaN
0.28,9.958,82.98,362.647,NaN
0.29,10.806,86.625,364.681,NaN
0.3,11.691,90.291,366.717,NaN
# Event LAUNCHROD occurred at t=0.31 seconds
0.31,12.612,93.978,368.755,NaN
0.325,14.063,99.544,371.366,2.625
0.348,16.398,107.99,375.801,2.706
0.381,20.26,120.9,383.196,2.865
0.431,26.796,140.563,394.238,3.04
0.481,34.332,160.858,406.612,3.187
0.531,42.891,181.553,414.61,3.325
0.581,52.495,202.605,421.77,3.449
0.631,63.16,224.006,428.766,3.587
0.681,74.903,245.735,435.329,3.711
0.731,87.741,267.789,441.87,3.863
0.781,101.688,290.112,447.297,4.008
0.831,116.758,312.672,452.085,4.164
0.881,132.96,335.448,456.499,4.233
0.931,150.305,358.345,459.009,4.201
0.981,168.797,381.348,461.226,4.187
1.031,188.441,404.436,463.022,4.188
1.081,209.242,427.581,464.259,4.214
1.131,231.2,450.771,465.215,4.272
1.181,254.314,473.809,462.132,4.363
1.231,278.575,496.622,457.531,4.483
1.281,303.968,519.109,450.831,4.621
1.331,330.469,540.922,437.156,4.77
1.381,358.042,562.023,422.761,4.77
1.431,386.652,582.38,407.67,4.753
1.481,416.26,601.962,392.06,4.77
1.531,446.828,620.768,376.473,4.836
1.581,478.32,638.878,362.498,4.937
1.631,510.699,656.307,348.897,5.049
1.681,543.933,673.054,335.281,5.128
1.731,577.988,689.131,321.938,5.1
1.781,612.829,704.535,308.546,5.116
1.831,648.426,719.319,296.102,5.175
1.881,684.747,733.516,284.293,5.286
1.931,721.763,747.129,272.44,5.357
1.981,759.445,760.167,260.821,5.321
2.031,797.765,772.627,249.23,5.348
2.081,836.693,784.505,237.564,5.441
2.131,876.201,795.796,225.885,5.551
2.181,916.258,806.498,214.208,5.515
2.231,956.838,816.671,203.701,5.523
2.281,997.658,826.29,193.788,5.6
2.331,1039.201,835.46,183.494,5.71
2.381,1081.189,844.046,171.685,5.662
2.431,1123.591,852.034,159.706,5.678
2.481,1166.375,859.311,145.459,5.758
2.531,1209.501,865.741,128.622,5.808
2.581,1252.928,871.313,111.554,5.779
2.631,1296.607,875.847,90.841,5.806
2.681,1340.485,879.286,68.885,5.886
2.731,1384.509,881.671,47.711,5.865
2.781,1428.629,883.129,29.154,5.843
2.831,1472.799,883.671,10.854,5.884
2.881,1516.976,883.422,5.16,5.927
2.931,1561.124,882.488,18.736,5.873
2.981,1605.209,880.905,31.583,5.874
3.031,1649.205,878.944,39.074,5.928
3.081,1693.095,876.669,45.391,5.908
3.131,1736.865,874.132,50.653,5.872
3.181,1780.505,871.451,53.521,5.884
3.231,1824.007,868.63,56.311,5.944
3.281,1867.363,865.638,59.699,5.888
3.331,1910.566,862.46,63.412,5.863
# Event BURNOUT occurred at t=3.356 seconds
# Event EJECTION_CHARGE occurred at t=3.356 seconds
3.356,1932.157,860.797,66.254,5.865
3.394,1964.466,858.274,66.982,5.901
3.444,2007.297,854.935,66.633,5.901
3.494,2049.96,851.613,66.308,5.856
3.544,2092.458,848.309,65.983,5.859
3.594,2134.791,845.019,65.664,5.897
3.644,2176.96,841.744,65.363,5.889
3.694,2218.966,838.483,65.081,5.835
3.744,2260.809,835.237,64.763,5.841
3.794,2302.49,832.007,64.433,5.88
3.844,2344.01,828.795,64.117,5.859
3.894,2385.37,825.598,63.818,5.831
3.944,2426.57,822.417,63.52,5.846
3.994,2467.612,819.249,63.232,5.865
4.044,2508.495,816.095,62.955,5.865
4.094,2549.221,812.955,62.683,5.836
4.144,2589.791,809.827,62.407,5.821
4.194,2630.204,806.714,62.113,5.852
4.244,2670.463,803.617,61.829,5.853
4.294,2710.566,800.533,61.553,5.82
4.344,2750.516,797.464,61.283,5.819
4.394,2790.313,794.408,61.019,5.837
4.444,2829.957,791.364,60.763,5.838
4.494,2869.449,788.332,60.512,5.81
4.544,2908.79,785.313,60.257,5.797
4.594,2947.981,782.307,59.994,5.805
4.644,2987.021,779.314,59.727,5.832
4.694,3025.913,776.335,59.471,5.79
4.744,3064.655,773.37,59.224,5.759
4.794,3103.25,770.416,58.978,5.767
4.844,3141.697,767.475,58.74,5.814
4.894,3179.997,764.544,58.514,5.788
4.944,3218.152,761.623,58.295,5.748
4.994,3256.16,758.715,58.057,5.75
5.044,3294.023,755.818,57.805,5.784
5.094,3331.742,752.935,57.561,5.797
5.144,3369.317,750.063,57.327,5.757
5.194,3406.748,747.204,57.1,5.752
5.244,3444.037,744.356,56.876,5.76
5.294,3481.184,741.519,56.657,5.778
5.344,3518.189,738.692,56.446,5.772
5.394,3555.054,735.875,56.237,5.748
5.444,3591.777,733.068,56.02,5.75
5.494,3628.361,730.273,55.803,5.755
5.544,3664.805,727.489,55.585,5.764
5.594,3701.11,724.715,55.369,5.772
5.644,3737.276,721.953,55.156,5.744
5.694,3773.305,719.201,54.949,5.733
5.744,3809.197,716.46,54.746,5.737
5.794,3844.951,713.728,54.546,5.748
5.844,3880.57,711.007,54.352,5.755
5.894,3916.052,708.294,54.159,5.737
5.944,3951.399,705.591,53.963,5.737
5.994,3986.611,702.898,53.773,5.718
6.044,4021.689,700.214,53.579,5.716
6.094,4056.633,697.541,53.38,5.736
6.144,4091.443,694.877,53.182,5.725
6.194,4126.121,692.224,52.994,5.709
6.244,4160.666,689.58,52.808,5.697
6.294,4195.079,686.945,52.626,5.675
6.344,4229.361,684.319,52.446,5.69
6.394,4263.511,681.702,52.276,5.733
6.444,4297.531,679.092,52.114,5.685
6.494,4331.42,676.49,51.962,5.635
6.544,4365.18,673.897,51.78,5.646
6.594,4398.81,671.312,51.598,5.656
6.644,4432.311,668.737,51.404,5.705
6.694,4465.684,666.173,51.221,5.67
6.744,4498.929,663.617,51.052,5.623
6.794,4532.046,661.07,50.885,5.612
6.844,4565.036,658.532,50.719,5.626
6.894,4597.899,656.001,50.558,5.68
6.944,4630.636,653.477,50.414,5.667
6.994,4663.247,650.96,50.277,5.614
7.044,4695.732,648.45,50.129,5.593
7.094,4728.092,645.947,49.958,5.609
7.144,4760.327,643.454,49.777,5.656
7.194,4792.438,640.97,49.602,5.667
7.244,4824.424,638.495,49.445,5.595
7.294,4856.287,636.028,49.294,5.569
7.344,4888.027,633.569,49.14,5.589
7.394,4919.645,631.117,48.991,5.639
7.444,4951.139,628.672,48.855,5.669
7.494,4982.512,626.232,48.738,5.591
7.544,5013.763,623.798,48.608,5.561
7.594,5044.892,621.372,48.451,5.579
7.644,5075.9,618.953,48.287,5.617
7.694,5106.787,616.543,48.123,5.675
7.744,5137.554,614.141,47.974,5.638
7.794,5168.201,611.747,47.83,5.61
7.844,5198.729,609.36,47.689,5.591
7.894,5229.138,606.98,47.551,5.588
7.944,5259.427,604.607,47.416,5.617
7.994,5289.598,602.24,47.286,5.653
8.044,5319.651,599.879,47.161,5.634
8.094,5349.586,597.524,47.035,5.613
8.144,5379.404,595.176,46.909,5.592
8.194,5409.104,592.833,46.781,5.581
8.244,5438.687,590.498,46.639,5.61
8.294,5468.154,588.17,46.499,5.644
8.344,5497.504,585.848,46.363,5.622
8.394,5526.739,583.534,46.232,5.584
8.444,5555.858,581.227,46.106,5.579
8.494,5584.862,578.925,45.981,5.586
8.544,5613.751,576.63,45.862,5.625
8.594,5642.525,574.34,45.743,5.642
8.644,5671.185,572.056,45.632,5.6
8.694,5699.73,569.777,45.511,5.605
8.744,5728.162,567.505,45.391,5.604
8.794,5756.481,565.238,45.271,5.607
8.844,5784.686,562.978,45.149,5.628
8.894,5812.779,560.724,45.029,5.625
8.944,5840.759,558.476,44.913,5.623
8.994,5868.627,556.233,44.798,5.619
9.044,5896.382,553.997,44.684,5.611
9.094,5924.026,551.766,44.569,5.592
9.144,5951.559,549.54,44.46,5.607
9.194,5978.981,547.321,44.35,5.606
9.244,6006.291,545.106,44.246,5.61
9.294,6033.491,542.896,44.146,5.575
9.344,6060.581,540.692,44.041,5.562
9.394,6087.56,538.492,43.93,5.573
9.444,6114.43,536.299,43.821,5.577
9.494,6141.19,534.111,43.711,5.588
9.544,6167.841,531.928,43.6,5.614
9.594,6194.383,529.751,43.488,5.568
9.644,6220.817,527.58,43.382,5.54
9.694,6247.141,525.414,43.279,5.526
9.744,6273.358,523.253,43.179,5.537
9.794,6299.467,521.097,43.082,5.568
9.844,6325.468,518.946,42.989,5.602
9.894,6351.362,516.799,42.896,5.573
9.944,6377.148,514.657,42.805,5.548
9.994,6402.827,512.519,42.711,5.536
10.044,6428.4,510.386,42.615,5.529
10.094,6453.866,508.257,42.515,5.539
10.144,6479.226,506.134,42.413,5.562
10.194,6504.479,504.016,42.307,5.575
10.244,6529.627,501.904,42.212,5.576
10.294,6554.67,499.796,42.115,5.54
10.344,6579.607,497.693,42.021,5.527
10.394,6604.439,495.595,41.93,5.525
10.444,6629.167,493.501,41.839,5.519
10.494,6653.789,491.412,41.751,5.542
10.544,6678.308,489.327,41.665,5.558
10.594,6702.722,487.246,41.583,5.576
10.644,6727.032,485.169,41.505,5.532
10.694,6751.239,483.095,41.422,5.518
10.744,6775.342,481.026,41.342,5.495
10.794,6799.342,478.961,41.26,5.48
10.844,6823.238,476.901,41.163,5.515
10.894,6847.032,474.845,41.067,5.558
10.944,6870.723,472.794,40.974,5.549
10.994,6894.311,470.748,40.887,5.527
11.044,6917.798,468.706,40.801,5.501
11.094,6941.182,466.669,40.719,5.5
11.144,6964.465,464.635,40.637,5.486
11.194,6987.646,462.606,40.558,5.509
11.244,7010.725,460.58,40.481,5.527
